Country Name,Country Code,Series Name,Series Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Italy,ITA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.31415502802774,2.60670334344003,2.35315206171229,2.05203748833036,2.55777817570573,1.46816462661803,1.20344026946597,1.51267923600478,3.74203909231903,3.21083343975037,3.83386403616202,3.8543215702629,4.6364382328807,0.0877493797026607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Italy,ITA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,61.9345250213771,57.1499128812304,57.4046716898562,52.4309218104002,56.6812423824075,56.1505930200727,57.0031721115799,56.3083250444248,51.6708281543894,50.9002881588371,41.3686566167138,41.7994150474382,41.0190846766722,45.3578560910173,44.696796053615,49.6265359824252,48.1916236212567,47.739747034777,52.1044784162969,51.841452592778,50.8489988633383,50.8923004330901,48.9093476135974,45.9638818127241,42.3035225010349,35.2467647682783,31.8136185314569,27.587221490728,31.6230200481386,26.5430805021692,19.5065877333261,15.8678075731034,14.9022883347254,11.4810104405266,10.032947720611,9.02422529349541,7.26772499523049,6.61404699183098,6.35389407261401,5.37739355143465,5.09247939708611,4.75348235912517,..,..,..,..,..,..,..,..
Italy,ITA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,69.154552981256,66.5196394517691,71.075452921506,64.6855563234278,68.9635453069854,70.7260934418628,71.9785909720178,72.501313186629,71.5183747098875,71.8942418202311,70.6294952014073,71.8344792769855,71.657799306493,78.0202933048232,77.7412925407345,81.9457789150955,83.5995815094747,79.1040471689044,79.2664415183143,79.217729641175,78.7181953309434,82.306499721946,80.4526353603623,80.874073112557,81.2185842975695,79.6848662513741,80.6702205296713,79.4320580814582,82.0251358401914,82.9277834831877,80.5826686997299,82.7998248214526,82.6706013500557,83.6306298706776,80.6137908377907,75.1573690325489,73.2616401080419,71.3698411431308,67.9648029922838,60.0363309240072,55.4890765004531,60.2467662539689,..,..,..,..,..,..,..,..
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.88081762286738,2.73429461235577,2.35624262128901,2.26118163411293,2.20137593216227,2.13688344627624,2.15834396154223,1.9384869854823,1.93646673193053,1.8838592185843,1.93279743481262,1.76253998913503,1.94976044892665,1.96931797551086,1.99063231850117,1.54551819037733,1.53837492434799,1.51065008308575,1.60193651535021,1.72836697080707,1.56597009705342,1.54867629463609,1.74855261948721,1.86716100663627,2.07210581301374,2.29503770419085,2.47461482323915,2.77203616115104,3.16972457230157,3.56157301643857,3.89922137285861,4.16790190001347,4.43334384171133,4.83385352116332,5.27546271931923,6.97695389043994,8.65171886348499,12.353316835635,16.9351963349905,20.5752512078469,22.3410375526759,22.5058779238676,..,..,..,..,..,..,..,..
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,4245000000,3986000000,3812000000,3730000000,3811000000,3825000000,3960000000,3469000000,3521000000,3393000000,3472000000,3212000000,3683000000,3905000000,3995000000,3201000000,3279000000,3300000000,3567000000,3798000000,3582000000,3676000000,4186000000,4603000000,5256000000,5950000000,6680000000,7537000000,8797000000,10196000000,11533000000,12372000000,13641000000,14899000000,16540000000,20117000000,25849000000,37140000000,50348000000,59238000000,62134000000,63368000000,..,..,..,..,..,..,..,..
Italy,ITA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,82.5988613481289,82.0314727132063,82.7663495977271,83.0537976783657,83.4055147196634,84.3999752629075,84.7939688402871,83.730668876626,81.9072901855161,82.7731712175379,82.2424550236134,82.3905160971675,81.0349454334449,82.2457029543014,81.7355944614857,82.6596403559659,82.7279681603029,82.6341212470324,81.7361864990966,80.9387506237783,79.8704844175778,81.5123078720173,80.9609613285211,81.1459930992474,81.7286017337053,82.639022489153,83.5770384679968,84.4230696083365,83.7003423076947,83.5382570544466,84.064837070475,83.7920833042666,83.7151253356548,83.0854301565539,81.8823860631965,81.3307662429071,81.0026718172754,80.9821353995273,78.3338476613038,76.338774185009,75.0013037014096,76.4179821065515,..,..,..,..,..,..,..,..
Italy,ITA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.92,2.87,2.88,3.02,2.99,3.03,2.95,2.89,2.88,2.84,2.86,2.75,2.72,2.67,2.52,2.6,2.54,2.54,2.47,2.43,2.47,2.51,2.3,..
Italy,ITA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2212.20669215371,2106.07874846993,2264.05718699758,2204.17980666785,2247.56551683966,2340.04203541587,2318.42730013811,2265.93108965354,2206.54273410646,2203.86418771745,2253.71892374528,2284.81129783538,2311.54807247948,2407.25635314456,2462.79677752614,2566.10892465158,2583.88807748482,2645.67323732766,2627.34000777188,2611.99043754026,2578.46597846012,2799.37576154289,2796.15473585155,2834.4029460732,2912.94736525428,2957.31148591361,3012.19499987601,3020.62119454278,3037.2669647055,3168.52902114021,3169.93264162306,3214.67412061146,3175.79987086883,3149.57655346296,3087.5663310273,2869.92071205584,2930.58852412547,2828.40489139601,2709.29772810307,2579.47254262663,2414.48400158318,2481.75464546017,..,..,..,..,..,..,..,..
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.683737865099,93.1620177584507,93.9231518849086,93.0277292510405,93.4931025734777,93.844069813235,93.7303886554851,93.3510872412231,92.58894558046,92.5221878531444,91.6157211130719,91.8147752149175,91.4578323656889,93.383433772931,92.9048437377345,93.29463061558,93.4381888314656,92.8953720752908,92.5812418928353,92.2702900571247,92.0879374489954,93.0246520668659,92.6146554090799,92.4434641764684,92.2858909543463,91.8413718480898,91.7300953931907,91.4034247883699,91.0358673382802,90.2161116960919,90.406242362097,89.8014461800991,89.1908787219636,88.1830431207349,86.8421531044015,84.8513256669208,84.6287740206212,84.4647972084689,82.2013557429068,79.9643345866816,78.5864226219386,79.9484547354947,..,..,..,..,..,..,..,..
Italy,ITA,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7206943078386,16.5699673542217,16.8133699083343,16.7576989170554,17.3371939935843,16.4297869666476,16.6653602529716,16.7482076885308,16.5858892792714,16.6084168410458,16.9311394796762,17.2130026307539,17.139332663887,16.3673231986089,16.4941335936026,16.3082387677103,16.7544869525632,17.0546912367265,17.1055225056391,17.3472397380796,17.1949193716697,17.9092096388136,18.0634752870061,18.4129906575838,19.4912734282771,19.1493365153129,..,..,..,..,..,..,..,..
Italy,ITA,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.8061289554947,60.3501490752918,59.4764764857939,59.6740641390946,57.6794607230013,60.8650618556402,60.004703457982,59.7078814997501,60.2922148557793,60.2104348397986,59.062770181557,58.0956165203467,58.3453288182582,61.0973454770535,60.6276161354642,61.3186999677711,59.6855041178695,58.6348932454753,58.4606520888405,57.6460586870693,58.1567135259499,55.8371932747248,55.3603326110424,54.3094828317922,51.3050111209894,52.2211304397071,..,..,..,..,..,..,..,..
Jamaica,JAM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Jamaica,JAM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,5.34384581690758,8.05162876459742,6.45161290322581,6.27518710420265,6.4138315672058,6.80876258140912,7.15990453460621,7.42280285035629,6.85279187817259,7.61808024377857,9.11854103343465,9.16870415647922,8.71080139372822,6.73854447439353,5.51611141452758,7.04381586245147,3.58014646053702,4.52190296749882,2.17554388597149,1.899235030335,1.86387434554974,1.64693772516727,1.68930109307718,1.7585931254996,1.75925925925926,1.75518232712967,1.74084165909779,0.901442307692308,1.35563888087684,1.63727959697733,1.85672717195511,2.04796550794934,2.22133012177171,2.66844563042028,3.73081463990555,3.18326512050932,3.51851851851852,3.48144754924416,3.79206428930186,2.90508389681943,3.29776915615907,3.12954876273654,..,..,..,..,..,..,..,..
Jamaica,JAM,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Jamaica,JAM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..
Jamaica,JAM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,86.2461673236969,79.5943454210203,77.5953079178886,76.2809441565918,74.9023982152817,76.6725873297809,76.0143198090692,76.0688836104513,77.9695431472081,74.0477399695277,87.4772036474164,87.7750611246944,88.3855981416957,89.4339622641509,89.6231567449481,87.7981142540211,92.4328722538649,93.2642487046632,95.5238809702426,94.7507254022685,94.4921465968586,94.8361640075485,94.1205697250745,94.0687450039968,95.0771604938272,95.1732486003934,95.1559188616409,96.5444711538462,97.7502163253533,97.4811083123426,96.716087016766,96.3082727027755,96.05245550649,95.0300200133422,93.8606847697757,92.6330150068213,92.3148148148148,91.2734768666972,89.075841285786,90.1577761081893,90.2036857419981,89.7379912663755,..,..,..,..,..,..,..,..
Jamaica,JAM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,86.2461673236969,79.5943454210203,77.5953079178886,76.2809441565918,74.9023982152817,76.6725873297809,76.0143198090692,76.0688836104513,77.9695431472081,74.0477399695277,87.4772036474164,87.7750611246944,88.3855981416957,89.4339622641509,89.6231567449481,87.7981142540211,92.4328722538649,93.2642487046632,95.5238809702426,94.7507254022685,94.4921465968586,94.8361640075485,94.1205697250745,94.0687450039968,95.0771604938272,95.1732486003934,95.1559188616409,96.5444711538462,97.7502163253533,97.4811083123426,96.716087016766,96.3082727027755,96.05245550649,95.0300200133422,93.8606847697757,92.6330150068213,92.3148148148148,91.2734768666972,89.075841285786,90.1577761081893,90.2036857419981,89.7379912663755,..,..,..,..,..,..,..,..
Jamaica,JAM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,8.40998685939553,12.3540258143823,15.9530791788856,17.4438687392055,18.6837702175125,16.5186500888099,16.8257756563246,16.5083135391924,15.1776649746193,18.3341797866938,3.40425531914894,3.05623471882641,2.90360046457607,3.82749326145553,4.8607318405243,5.15806988352745,3.98698128559805,2.21384832783797,2.30057514378595,3.35003956739647,3.64397905759162,3.51689826728427,4.19012918184829,4.1726618705036,3.16358024691358,3.07156907247693,3.10323947926128,2.55408653846154,0.89414479376983,0.881612090680101,1.42718581127892,1.64376178927513,1.72621437173826,2.30153435623749,2.40850059031877,4.1837198726694,4.16666666666667,5.24507558405864,7.1320944249121,6.93713999499123,6.49854510184287,7.13245997088792,..,..,..,..,..,..,..,..
Jamaica,JAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,192000000,201000000,272000000,303000000,335000000,279000000,282000000,278000000,299000000,361000000,56000000,50000000,50000000,71000000,89000000,93000000,98000000,47000000,92000000,127000000,174000000,205000000,253000000,261000000,205000000,203000000,205000000,170000000,62000000,63000000,103000000,122000000,129000000,138000000,102000000,184000000,180000000,229000000,284000000,277000000,268000000,294000000,..,..,..,..,..,..,..,..
Jamaica,JAM,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,90.2379704594204,90.5434707625073,89.5374211590438,90.1528485292923,89.750482023364,91.3103984834289,90.1740786402002,90.341119523182,89.2032471305799,88.2528656269157,86.4182964900291,85.3722056307808,85.4242474740788,85.7683862086137,85.8180902396958,86.5420213850239,82.5966028435447,82.6387967129349,83.5353462225952,83.9832892679498,83.8652195850609,84.9032681167341,85.2552308644635,84.877809249312,86.6932226611787,86.6497085261813,84.5570703738397,86.919410960444,88.9738005956653,89.341164225388,89.0331440416757,88.915213423969,90.1158956472919,90.3265400349583,85.9767865587557,82.3168379451876,82.6526177847954,82.4930960411927,81.9541998293587,82.5422588605831,82.0425186774483,..,..,..,..,..,..,..,..,..
Jamaica,JAM,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.82,5.87,5.57,5.61,5.57,5.4,5.96,5.93,4.78,3.98,3.77,3.94,3.82,4.01,3.88,3.86,4.22,3.87,4.27,4.41,3.63,3.85,..,..
Jamaica,JAM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1371.5107594231,1328.26658596589,1188.88304430337,1147.21511095271,1178.49798265831,1205.59324289002,1061.8901055061,1068.19430145486,1038.52326501017,895.623921619164,885.910387969064,752.819279717251,757.844839703736,772.292454372948,782.040236561276,974.111272373785,1170.07013387667,1164.19388146542,1213.40280719148,1204.49762359199,1215.46286794709,1280.7826407285,1336.81064052038,1324.44243141663,1364.75303299639,1391.9846937692,1462.24939854116,1457.55434664569,1350.88306624474,1398.85185063895,1406.66523215672,1381.9820577537,1540.48918758016,1541.90360380279,1291.73752171512,1103.37614792866,972.834581498439,1033.27484138708,998.962282185664,1033.82959362888,1005.31615402815,..,..,..,..,..,..,..,..,..
Jamaica,JAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,90.2380070820923,90.5434707625073,89.5374211590438,90.152890625888,89.7504415171989,91.3103593481312,90.1741225296286,90.341119523182,89.2032908217879,88.2529155877214,86.4182964900291,85.3722056307808,85.4242474740788,85.7684973631368,85.8180902396958,86.5420648487528,82.5966387550487,82.6387967129349,83.535380211472,83.9833231557095,83.865186346325,84.9032368877161,85.2552012324545,84.877809249312,86.6931941472261,86.6497085261813,84.5570703738397,86.919410960444,88.9737725617195,89.3411911344371,89.0331174383321,88.9152403529091,90.1158956472919,90.3265400349583,85.9768149613512,82.3168710584831,82.6526177847954,82.4930960411927,80.821742714438,81.4078734948006,80.9713448083227,..,..,..,..,..,..,..,..,..
Jamaica,JAM,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.47148815773322,7.80368010611343,7.5585917240904,8.24578758988851,8.1997496210776,7.88500704170574,7.47326950829508,7.38858940465632,6.94330905673369,6.82551689802404,6.50930803710503,6.57630018503956,7.19299530730178,7.15750352165352,7.169858623942,7.3224784194279,6.72469247841078,6.78250702823454,7.99546318600766,8.91649787407853,9.92365255821404,9.46378847480691,9.68689983921892,9.370604558712,9.66790781135876,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133.84214481622,128.144668464382,132.299777062021,121.274043152198,121.954943286254,126.822968541531,133.810241807824,135.343831580328,144.023547249447,146.509050514474,153.626160307624,152.061185144027,139.024141859911,139.713518404107,139.472764032019,136.565783157082,148.70568478937,147.43810744864,125.07092794199,112.151655742232,100.769348194509,105.665928889054,103.232201901308,106.716700479083,103.434995400464,..,..,..,..,..,..,..,..,..
Japan,JPN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,8.70089457652043,8.94375097749955,8.63327231987881,8.93078767065064,8.49773742676219,8.60098404346192,9.59511362703504,10.8203682385623,11.6259499510985,12.7107774840818,14.088557088655,14.8939711308796,14.6129362960137,15.0822357579336,14.8441123594004,14.8115436224699,13.4897777451788,13.8258090797186,14.3721710547332,15.3065857872341,15.8526524044855,16.7534658842568,17.3724593181803,18.1552371374614,18.2411819916988,19.9133287076183,21.4842127320116,23.3847802106528,24.6199260505556,26.3775463005791,26.4586798229097,27.2263617165398,26.5865640229904,27.3459656058852,27.230002606411,27.172727774767,27.1551421674573,27.099953182867,29.7220792101697,32.925870522337,32.7419341069205,33.1527356254335,..,..,..,..,..,..,..,..
Japan,JPN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,18.0928538916705,17.6279626161904,16.487439644018,13.7839058051914,12.5583571782018,13.7942050773909,15.4213483636694,15.0952305454646,14.1012659102769,13.7164871938437,11.1317320500685,12.4259867064703,12.0422468052642,10.4888984882421,12.0688111102943,11.5588678127973,9.9583179093171,10.5693998763501,8.8821032757107,10.2105906977711,6.73957837358596,8.01676706837351,7.71715696808944,8.41054950791482,8.61639790054014,7.90098347945536,7.83371259047948,7.67652861433134,7.37726764404984,8.55908527447316,8.27935153368374,6.77106161426997,7.74286237496495,6.41662223262629,6.94267984463247,7.19751321874745,7.21117410952368,7.74362826265622,7.14401986689784,7.37094939904584,7.75888972257293,8.22909281286162,..,..,..,..,..,..,..,..
Japan,JPN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,3.3581632295788,4.28620341290004,4.79849780667151,6.83830432721097,9.70970217221373,12.467967335224,14.1663944834428,13.5280452750071,13.6554498422364,14.7573536113751,19.1115691239261,19.1985497967586,19.3561653633416,18.9753033263161,18.7781616954159,18.9586548819746,19.5565447300291,20.2967818845172,20.055122091467,19.9012421864144,20.1251498185759,19.9892580342203,20.7284702575984,21.1991025778815,21.8344589078569,23.0256671002104,23.3107126970881,23.6256516407441,23.5341313230026,24.6649336712983,23.0967023502129,21.5877949112997,23.9137531261528,25.5821292792148,26.505747272577,28.2737518591423,27.9469398209223,36.1084817194453,38.7185888748401,38.4681449462751,41.5149356445458,39.5872171982853,..,..,..,..,..,..,..,..
Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,4.31072966632821,5.31020023417719,6.72180231640736,5.98049383135835,10.6339149329834,12.0260019817542,14.4255944219614,15.1341775293136,17.6995890889109,18.6022929986068,20.8692192073166,23.926854099538,25.0786763303452,26.3331140753789,23.8805830498506,23.0405009544089,23.1815228116902,23.6932684079025,24.6843202765358,27.2722995602619,27.6164890735055,29.130730923759,29.654576195677,30.6283682117578,31.7327991429529,29.6472751822897,29.5975891744448,29.8506989097791,27.027541909112,22.2032785065404,25.446554865029,26.9846329574584,26.8427603741387,22.8743838840987,23.4420790986722,26.1847732384597,25.2819139978107,9.47148762138249,1.5084722022426,0.87800182150222,0,0.911553166046214,..,..,..,..,..,..,..,..
Japan,JPN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,65.5154756486117,63.8107476339227,63.3195395588096,64.4098373352526,58.4927174544438,52.9570847712441,46.2343523756792,45.2677691305517,41.1505510493957,38.3514108256618,32.839829706276,27.5676559095932,26.7544225634179,26.950355604612,28.1870250690049,29.3776498232926,21.8114117473128,20.6951475751195,21.0094040226789,18.5792923706142,18.9841684863809,17.3094676325768,15.9123001726089,14.9742442155041,14.1479609325543,14.2224819114878,13.2275579638486,12.0094146105647,13.2193103852533,14.1133971026291,12.6047126786805,12.5652025695856,10.6838124777177,11.6124137871241,10.759391934293,7.61281916641161,6.86856176495355,10.6210669652539,12.7065051976469,10.2033381623591,8.53586005996834,7.51942012970579,..,..,..,..,..,..,..,..
Japan,JPN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,77.574533454711,77.0407020243223,76.7513096853599,80.1789293331142,76.7001570534197,74.02603614993,69.9958604861571,69.6161826441211,66.4319508427306,65.8195419211188,66.0399559188571,61.6601768372315,60.7235242227732,61.0078946888617,61.8092991238212,63.1478483277371,54.8577342225207,54.8177385393554,55.4366971688792,53.7871203442628,54.9619707094423,54.0521915510538,54.0132297483875,54.3285839308471,54.22360183211,57.1614777193165,58.0224833929484,59.0198464619617,61.3733677588116,65.1558770745065,62.1600948518031,61.3793591974251,61.184129626861,64.5405086722242,64.4951418132811,63.0592988003209,61.9706437533331,73.8295018675662,81.1471732826566,81.5973536309712,82.7927298114346,80.2593729534245,..,..,..,..,..,..,..,..
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.021882987290361,0.021135125310158,0.0394483542146622,0.0566710303360025,0.107570835395108,0.153756790924933,0.157196728212097,0.154409281100718,1.70930718800651,1.79543353429081,1.87982137500214,1.90421641494525,2.05690921228304,2.07724705509452,2.13691379229684,2.14795542312126,1.29641960353306,1.28733499013798,1.28078448738328,1.24393705146764,1.25344787955407,1.39955611876973,1.42905226054813,1.44324515207812,1.31354690127249,1.32375978867786,1.28233642008213,1.28890946183294,1.33143803917654,1.46302429277137,1.51647563566385,1.636052117783,1.70623585103456,1.78516466605109,1.84664676591614,1.94820328931296,3.32060305386364,3.7192163389002,4.05022751535066,4.83434239522823,6.30046963498235,7.75568791016029,..,..,..,..,..,..,..,..
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,100000000,100000000,200000000,300000000,600000000,900000000,900000000,896000000,9892000000,11031000000,12094000000,12700000000,13804000000,14811000000,15987000000,17048000000,11312000000,11598000000,11627000000,11369000000,12215000000,13993000000,14563000000,15040000000,13757000000,14137000000,13953000000,13811000000,14537000000,15815000000,16832000000,18477000000,19287000000,20590000000,20334000000,20814000000,37857000000,39959000000,42796000000,51223000000,66421000000,80292000000,..,..,..,..,..,..,..,..
Japan,JPN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,90.4896169052264,90.1915693150205,89.8322262535535,90.3189523238121,89.1397126132484,88.8333695292846,87.434380885189,86.7877722599725,84.6084870868658,83.6151055792491,83.6283155726638,81.5242694680302,81.2305824424031,80.7203755603371,82.4663907249315,82.9055097052826,82.9987386000423,82.2639986169808,82.3991652954356,80.9367328227929,81.3272733954984,80.1951251845639,80.0000587588886,79.3666525843726,78.4282878327979,79.674112614524,79.8078641502515,79.7209559085014,81.2322688514395,83.6753101057672,82.0703277852697,80.9242074274278,80.7150247589734,82.6454156454555,82.3458669273846,80.3610828926439,80.1440783092453,88.9369141471852,93.8270471248281,93.9186266276607,93.9812595165796,93.0191281395432,..,..,..,..,..,..,..,..
Japan,JPN,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,4.6,4.62,4.52,4.56,4.46,4.4,4.3,4.19,4.26,4.3,3.98,3.83,3.78,3.64,3.53,3.48,3.44,3.36,3.29,3.2,3.25,3.15,..
Japan,JPN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2924.24571086218,2734.1232645891,2876.698816227,2899.6750210763,2897.96048314812,3043.52750884459,2949.50393383958,2864.05217531722,2839.86520087779,2822.74098753636,3016.18168266949,3003.17387886161,3020.80912398545,3044.66371478426,3243.60457830932,3352.00593163185,3552.8585820956,3574.00592914072,3644.19475989552,3655.96684264073,3844.28667976801,3934.9595606988,4008.4762359153,4041.16767018095,3955.62762658228,4011.22477908253,4083.83169745276,4008.26803199396,3991.97756679352,3953.18450805681,4078.21054155807,4062.97904878182,4053.88343735824,4012.65424488871,3858.43452050944,3678.51113263099,3893.26660420083,3610.81216900174,3537.3631698125,3567.62935383891,3470.76312894811,3428.55721600428,..,..,..,..,..,..,..,..
Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,96.1724417757311,95.4740489100081,94.9935627986153,95.5226997555245,93.3945047179237,92.610890913916,91.3240725561931,90.7445214476561,88.5145527798192,87.4314552264603,87.1033696768879,84.9682291429023,84.5666003079118,83.4724416979428,84.7390395143282,84.9193620104611,84.552053391071,83.8847678901191,83.9540195376108,82.4296751225377,82.682513285947,81.4754979108445,81.2193281130974,80.3585871503862,79.3987296563773,80.61843811738,80.6737656342559,80.601638342528,81.8301897696931,84.3113817390221,82.7064733424108,81.6118617644582,81.4531166986353,83.4827149233339,83.2154545824347,81.228056042313,80.9109544217641,89.7659420746634,94.6215528538495,94.6333015307236,94.4074689015954,93.0264551074629,..,..,..,..,..,..,..,..
Japan,JPN,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.98240811783048,10.2327020023867,10.0884776644932,9.9774179866962,9.56471205198259,9.56769098364513,9.66460416344026,9.65744773794325,9.71452145241428,9.53046706512048,9.60374493483219,9.79893441834543,9.82018939608504,10.0472653835482,9.94880716701953,10.1652883714024,10.3213692645071,10.5700060571926,10.8526475026045,10.7367257926078,10.558296007775,11.4080364497195,11.8238677354088,11.9758937873045,12.3629887915057,12.7239899188722,..,..,..,..,..,..,..,..
Japan,JPN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.176228841397,97.7258987671837,99.1229829966851,100.226331234533,104.550978070764,104.518425784172,103.470352545099,103.54702682688,102.938678441178,104.926651880451,104.12604736857,102.05191271898,101.83102989833,99.5295696715084,100.514562521125,98.3739923023988,96.8863698578034,94.607325160379,92.143414752945,93.1382638726322,94.7122527407467,87.6575039365854,84.5746943705492,83.5010745552942,80.8865895508273,78.5917001173349,..,..,..,..,..,..,..,..
Jordan,JOR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Jordan,JOR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0.101522842639594,0.545037292025244,0.827459393196445,0.495193708127003,0.302363936228697,0.18796992481203,0.33921302578019,0.46208779668137,0.275807722616233,0.32051282051282,0.363156157147573,0.271392081736909,0.192735359525574,0.197712187544132,0.528813559322034,0.569611869121738,0.651746187899656,0.512884663497623,0.591056094568975,0.590428837787446,0.45863309352518,0.469194677332513,0.448041624512213,0.413396860986547,0.412803681396765,0.375503516078378,0.367558447818752,0.318600475004345,0.318331503841932,0.278741979593983,..,..,..,..,..,..,..,..
